label,text
trung lập,chỉ là bạn chưa biết yêu đúng cách thoiii
trung lập,cái ảnh giống hệt mình :))
trung lập,"thời gian thấm nhuần yêu thương , nếu đủ kiên nhẫn thì hạnh phúc sẽ đến bên , không sợ sệt 😁"
trung lập,nhất định sẽ làm được
tiêu cực,"câu nói "" ngu thì chết chứ bệnh tật gì "" tao thấy chính xác rồi đây ! dume thiệt hại tài sản còn bị phạt nữa . ngu vãi"
trung lập,dòm sợ thiệt 🤐
trung lập,"nhìn một cái rồi thôi , chuyện của những năm trước"
tiêu cực,khiêp vãi
tích cực,bạn trai người khác không bao giờ làm tao thất vọng =)))))
tích cực,))))))) tao cười không biết chỗ nín lun
tiêu cực,là do mày quá ảo tưởng
tích cực,"dễ thương ghê =)) nói y như mấy ông ngồi nhậu trong bàn v "" đúng không "" "" đúng chưa "" "" vui rầu "" =)))"
trung lập,mình rất rất muốn đi nhưng trong túi kô còn xu mẹ nào vân kiều ơi
tích cực,khi bạn muốn lầy và cũng có người lầy cùng bạn =))
tích cực,"hay vãi ra , ai đi qua kiểu gì cũng phải đọc và mỉm cười , đánh mạnh vào tâm lý :))"
trung lập,"thời chúng ta , đồ hỏng thì mua mới còn thời ông bà , đồ hỏng thì đem đi sửa . đó là lý do vì sao tình yêu của họ luôn bền lâu ...."
tích cực,"mai tao ăn gà , chụp hình bình luận lại cho mày thèm chơi ??"
tiêu cực,làm bạn với mấy thể loại này cũng nhục cả người
tích cực,thật vậy luôn sao ?
tiêu cực,"tao vừa về xong thề là ở mẹ nhà ngủ còn sướng hơn đông đéo thể nhích nổi , toàn ngắm người ??"
tiêu cực,ức chế lắm cụ ạ . đi trong phố cổ còn chưa dừng hẳn đã bị gõ cửa xua đi .
trung lập,"tội nghiệp , có rất nhiều em ở nông thôn bị như vậy 😢."
tích cực,"chuẩn luôn , áp lực công việc cũng không bằng mối quan hệ với đồng nghiệp"
tiêu cực,mé bọn trẻ bây giờ
tích cực,rụng cả răng khi xem không nhặt được mồm kkk
tiêu cực,"1 con giáo viên ngu + vài đứa lớn đầu tập làm người lớn nhưng bất thành = dạy ra 1 lũ học sinh mất dậy , 1 lũ đầu bò"
trung lập,những video như này chỉ khiến cho các cô gái càng thêm ảo tưởng về tình yêu thôi =))) # ngưngảotưởng
trung lập,mong là có bảo hiểm
trung lập,nếu 1 ngày theo thằng khác và cũng có bỏ bạn mà đi thôi huhu
trung lập,cay đắng ngọt bùi . nhưng cay đắng thì thường nhiều hơn =))
trung lập,tình yêu cha mẹ dành cho con cái là vô điều kiện . mình đã khóc
tích cực,"đúng rồi , kiên trì thêm một chút nữa đi ! :v"
tích cực,hên crush nay ăn chơi lành mạnh
trung lập,đau đớn hơn còn là khi làm bạn cũng khó và gặp nhau coi như người dưng nước lã
tích cực,cách xử lý thông minh
trung lập,"mai cấm chọc tao cười nhé dume , tao mà không pass probation là do mày đấy =))"
tiêu cực,trong phim này thấy cái thằng anh hùng đạp xa đạp phế vkl
trung lập,sắp bị đuổi khỏi trường rồi nhé 😉😉
tích cực,không biết luôn á
tiêu cực,tao tát cho bây giờ đấy
trung lập,tao thề tao rất sợ ma quỷ nên tao rất không dám xem phim
trung lập,điều tồi tệ nhất là kiểm tra code trên giấy .
trung lập,"thay vì gà chuyển sang ăn lợn , tao cungc thế nên món khoái khẩu là gà chuyển sang sườn mày ạ"
trung lập,ta sao khúc cuối cậu bé xịt nói chuyện hoa làm gì vậy
trung lập,t được theo mẹ ra đây những 3 lần :v . uống no nước biển đs . phải công nhận nói chuyện biển đục vãi 🙄
tiêu cực,đm mùi thế :)))
trung lập,của anh tao chứ anh mày à ??
tiêu cực,mày tưởng ai cũng khùng giống mày hả lo xo dau
tiêu cực,"nam dân trí thấp , ý thức như ruồi là hợp lí ."
tích cực,họ không cho ta là vì họ không có gì hihiiii
trung lập,14 / 2 năm sau tau sẽ là ông già cô đơn ....
tích cực,gì thế này ? này là kiến thức đó hả ?
tích cực,dume xem đi xem lại vẫn đéo thể nhịn được cười :v
tiêu cực,"trong 1 lần tao được mẹ cho về quê ngoại , nó nhìn tao - tao nhìn nó - và dume đầu tao chôm bôm . cđ đó dữ vãi ! sao nó không đi thi đai đen cấp quốc gia cmnl đi chứ võ công cao cường như vậy mà ở vùng qê hẻo lánh thì thật là phí của giời !!!!"
tích cực,còn nhỏ mà đã như thế này lớn lên ai chịu được yêu chết đi được
trung lập,cậu lái xe nói chưa thấy sai gì . ?? đỗ dưới đường chứ có đỗ vào phòng khách nhà mình đâu mà kêu .
trung lập,"khóc không chịu được luôn , và mình cũng sẽ làm được nếu phải đánh đổi tính mạng cho 2 cô con gái bé nhỏ của gia đình mình"
trung lập,"bảo nó nói chuyện đi nhưng không , chỉ nhìn thôi"
tích cực,đợi rụng răng rồi anh tặng quà cho em luôn háy . hhha
trung lập,"giờ đi ra chỗ ăn phở cũng khó , đi bộ cũng chả chen được ??"
tiêu cực,mấy thèn cức rảnh
tiêu cực,"giun xào tỏi , đỉa xào lăn , cứt nấu đông , hỉ mũi rang cơm trộn với đờm , tởm vãi"
tích cực,và từ đó bà cụ sống trong hạnh phúc :))
tích cực,"video mờ thế còn xác minh được , thế còn lão đến giờ vẫn im lặng là sao ? 🙂"
trung lập,"lúc nhỏ mẹ nấu cơm bằng bếp củi , ttao thì không biết gì thấy lửa tắt thì chụm vô : )) mẹ ra quánh cho trận vì nồi cơm khét nghẹt 😑"
tiêu cực,đm thằng mập mặt thoả mãn vãi . lần đầu tiên thấy con gái ah
tiêu cực,"dm lùi xuống rồi viết , suy ra là bạn để mất người ta là do bạn ngu chứ đéo phải đổ thừa cho cái gì"
trung lập,bình dị vậy thôi .. mà sao mãi tao chưa tìm được ? hix
trung lập,tao thấy tai nạn giao thông là tao nói với mẹ .. con chạy ra đó để tối lên ti vi ... mẹ tao chửi sấp mặt luôn
tiêu cực,đúng kiểu đến mùa động dục . khác gì động vật bậc thấp không
trung lập,"cười đấy , sau lưng nó đâm con mẹ nó dao vô hình cho chết mà vẫn sống nhăn răng luôn ."
trung lập,"toan cao lại nữa , tao dg suy nghĩ có nên đi bằng grap về không"
tích cực,bày đặt viết trên cát khắc luôn vào đá cho tạt thoải mái
trung lập,"bài nhạc đầu tiên là nhạc phim gì nhỉ ? mình quên tên phim rồi , xin hỏi có ai biết không ạ"
tiêu cực,hn đéo có đâu nhé . dăm ba cái thứ y đg vớ vẩn :))
tích cực,"các cháu thật tốt , hãy thương yêu mọi người và cả loài vật nhé , may mắn và niềm vui sẽ đến với các cháu ."
tích cực,cảm động vleu haha
tiêu cực,"cảm thấy thay được thì thay , giáo viên bây giờ thừa nhiều mà"
tích cực,nghe mãi mà vẫn thấy hay
tích cực,mèo nhà tao cũng từng đi lạc vì bị chó rượt tưởng mất rồi . sau mấy tháng thấy nó trở về nhà mừng vãi 😁
tích cực,vẫn xinh đẹp dịu dàng trong mắt tao 😂
tích cực,thấy hất môg thằg đó bay hài lòng dễ sợ
trung lập,"anh sau đó , không còn là anh nữa ..."
trung lập,cả đời mình chỉ ước có 500tr trả nợ ngân hàng cái xe để chạy kiếm ăn ...😥😥😥
tiêu cực,cố gắng chứ từ bỏ con cặc gì
tích cực,ký ức 1 thời . nhớ
tiêu cực,gia tộc bất hạnh :vậy
tiêu cực,vì lợi nhuận con người ta có thể độc ác với nhau như vậy sao ???
tích cực,thương anh bạn kia quá .
trung lập,nhìn muốn tè ra quần rồi
tiêu cực,nhìn dơ vãi dume :v
tiêu cực,tao cũng ăn hại nhưng chưa bao giờ ăn hại đến nỗi phí phạm thế
trung lập,sao mày không ngủ với mẹ mày luôn
trung lập,phần này dù xem lại 100 lần vẫn bật khóc tình cha thật phi thường
tiêu cực,ăn xong mất hứng đéo nói nữa
tiêu cực,"chả có gì hay ho , vô bổ"
tích cực,nhìn giống hai anh đang tỉnh tò với nhau ghê ( mình là hủ đừng ném đá nha 😅😅😅)
trung lập,buồn nhỉ 😴😴😴
tiêu cực,toàn lũ thất đức
trung lập,thế đéo nào mình chơi với toàn gái mà tính vẫn giống con trai . _ .
trung lập,cuộc sống của mình đừng hỏi ý kiến người khác
tiêu cực,mấy thằng mặt địt . chim chưa mọc đủ lông mà lông đã ăn vào tận não chúng mày rồi . đm chúng mày
trung lập,bà về nơi phương xa mất rồi . nhưng với tớ bà là người dễ thương nhất trên đời . chỉ muốn ngả vào lòng ngoại nghe kể về những câu chuyện cổ 😘
tích cực,"vui vẻ chút , lạc quan chút cho đời thêm vui cũng là một cách 😂😂"
tích cực,hài vãi :)))
trung lập,còn gì đau đớn hơn cảnh này :(((
trung lập,"yep . chính tao . đi vệ sinh thôi cũng phải đảo qua , mà giờ thì người ta sắp đi lấy chồng rồi"
trung lập,còn mình nhìn như thằng ngu
trung lập,thay đổi văn hóa tí đi . đường là tài sản chung của mọi người dân . và mọi người dân được phép làm những gì pháp luật không cấm .
tích cực,ai thấy pha cuối phê vãi không
trung lập,tội em gái đó
trung lập,đứa nào nhây hơn đứa đấy thắng
tích cực,hahah thú vị ghê hen
tích cực,ngã nhìn cũng thấy yêu 🤣
trung lập,hồi bé tôi cũng bị chửi cả ngày từ sáng chí tối ! nhưng không phải bố tôi mà là bà nội tôi !
tích cực,cung quá ak
tích cực,mày xinh ghê vậy :d
trung lập,"thương các bác quá , vất vả 10 năm trời mà bị như vậy 😭"
tích cực,hên là đụng nhầm người chứ đụng trúng cái là rụng trứng cả bày cả lũ -))
trung lập,đau ghê
tiêu cực,khúc mắc cười đoạn nào vậy 😑
trung lập,đếm không hết nên nó vương nó vãi ấy mà
trung lập,1 hình này thấy từ sáng đến giờ trên mấy page rồi 😑😑
tiêu cực,mày ăn xong thì cút luôn dùm nha 🙂
tiêu cực,thôi thì giả tạo đến phút chót cho tròn chữ hãm lồn
tích cực,con bé bị quơ trúng nhìn đẹp như búp bê ấy < 3
trung lập,bạn không có lỗi sinh ra trong nghèo khó nhưng nếu chết trong nghèo khó thì đó là lỗi của bạn
tiêu cực,"lỗi tổng hợp . đường bộ mà nằm sát đường sắt , còn ông tài xế thì đậu xe cẩu thả ."
trung lập,phim kinh dị vào cái trời âm u 😒
tiêu cực,crush đéo bị thịt nhé :d nó cũng ế vãi vì tội chảnh chóa
tích cực,tự nhiên coi tới khúc th bé kéo hết bạn bè tới chụp hình tao buồn cười vãi ! ông kia nghĩ ! thôi chết mẹ rồi ! kiểu này tối mới lau xong 😂
trung lập,bếp dầu thời bao cấp cùng thời đôt đèn dầu
trung lập,mình nghĩ đợt này bà thua rồi . đuối lý lẫn truyền thông yếu
tích cực,bọn trẻ trung quốc thời nay ăn gì mà cao thế nhỉ
trung lập,"fa lâu năm có biết 14 / 2 hay 15 / 2 là ngày gì đâu , chỉ biết là ngày đi làm về và rất mệt"
tiêu cực,kinh quá . đau lắm đây . mà nhìn nổi hết da gà ra .
trung lập,t đang thắc mắc là 2 thằng kia đéo hỏi thằng à 🤔
tích cực,nhìn đoạn ổng tránh nó cắn mà nhảy tưng tưng rất chi là điệu nghệ và mang trong đó cả sự tấu hài nữa 🤣🤣
trung lập,"đừng để râu , móng tay cắt gọn gàng . nếu mà thơm nữa thì 8d chuẩn mẹ rồi"
trung lập,"hôm nào đi học về cũng phải đi qa , nhà nuôi lũ này ở đỉnh dốc , đi học về tới chân dốc thôi là nghe lũ quỷ đó đứng đầu dốc đón đường bọn tao rồi . méo đạp xe lên dốc nổi , dắt xe lên dốc mà muốn vứt mẹ cái xe đạp để chạy lấy thân cho rồi :(("
tích cực,"công ty nào nhận bạn không quan trọng , quan trọng là ai giới thiệu bạn vào công ty 🤣🤣🤣🤣"
trung lập,"đến cả khi nó nói thích mình , 1 phút sau nó lại nói chỉ trêu . mệt mỏi"
trung lập,ây da 1 thời
tiêu cực,nhìn cái bản mặt bà ta mà ghét thay . tham vô độ . dân mình nhiều nhà dăn ba tỉ còn khó ....
tích cực,đỡ mua cuốn sổ 5 ngàn =))
trung lập,chỉ dân đen là khổ thôi . chả trách được họ khi cố gắng đi tìm may mắn ở nơi chùa chiền
trung lập,còn gì đau hơn
tích cực,nó vẫn luôn hiện hữu xung quanh chúng ta . hãy dùng tình yêu thương đó và cho đi ❤
tích cực,3 idiots ! phim hay nhất mọi thời đại .
tiêu cực,đi xa nó bắt cóc chết mẹ mày :)
tiêu cực,ôi dume bọn súc vật
tích cực,xuất sắc . thật sự quá đỉnh .
tích cực,đúng là yêu tới đầu bạc răng long .
tiêu cực,cho thằng khác ăn ốc bắt bố đổ vỏ à 🤣
tích cực,"động lực là tình yêu , gia đình là nơi để về hihi"
trung lập,đã thất tình xem pim này khóc cả đêm mất thôi mới đề mô mà đã khóc thút thít rồi chắc xem hết thì không biết pai làm sao ..
trung lập,"và sau mùa vải , tàn dư còn lại là những nốt mụn 😌😌😌"
trung lập,mỗi lần coi lại sởn gai ốc
tích cực,con người giỏi nhỉ .
tiêu cực,sến đụ dễ sợ 😑
trung lập,tao muốn mèo nhà tao cũng tìm về được như này 😭
tiêu cực,"rãnh vãi , kiếm cái gì làm đi"
tiêu cực,chuẩn . gọi công an cho lành . cãi cộ chẳng may sửng cồ lên không kìm được phang vào xe nó lại mệt ??
tích cực,khi nào mình già rồi cũng như v nha kkkkkkkkkk
